metabolite,name,Formula,molecular_weight,C_number,N_number,S_number,P_number
adn_m,Adenosine,C10H13N5O4,267.24132,10,5,0,0
gsn_m,Guanosine,C10H13N5O5,283.24072,10,5,0,0
4hbzACP_m,4-hydroxybenzoyl ACP,C391H607O144N96PS3,9083.72884,391,96,3,1
acac_m,Acetoacetate,C4H5O3,101.0807,4,0,0,0
rhcys_m,S-Ribosyl-L-homocysteine,C9H17NO6S,267.29938,9,1,1,0
aacald_m,Aminoacetaldehyde,C2H6NO,60.07514,2,1,0,0
amp_m,AMP,C10H12N5O7P,345.20534,10,5,0,1
arachcoa_m,Arachidyl coenzyme A,C41H70N7O17P3S,1058.01749,41,7,1,3
pg_EC_m,Phosphatidylglycerol (Ecoli),C1986H3748O500P50,37179.39742,1986,0,0,50
cmp_m,CMP,C9H12N3O8P,321.18064,9,3,0,1
cmp_m,CMP,C9H12N3O8P,321.18064,9,3,0,1
ctbt_m,Crotonobetaine,C7H13NO2,143.18362,7,1,0,0
ctbt_m,Crotonobetaine,C7H13NO2,143.18362,7,1,0,0
cyanphy_m,Cyanophycin (multi-Larginyl-poli [L--aspartic acid]) polimer (n+2),C10H17N5O4R,271.27308,10,5,0,0
precyanphy_m,Cyanophycin (multi-Larginyl-poli [L--aspartic acid]) polimer (n),R,0.0,0,0,0,0
dad_2_m,Deoxyadenosine,C10H13N5O3,251.24192,10,5,0,0
damp_m,DAMP,C10H12N5O6P,329.20594,10,5,0,1
damp_m,DAMP,C10H12N5O6P,329.20594,10,5,0,1
dcmp_m,DCMP,C9H12N3O7P,305.18124,9,3,0,1
dcmp_m,DCMP,C9H12N3O7P,305.18124,9,3,0,1
dcyt_m,Deoxycytidine,C9H13N3O4,227.21722,9,3,0,0
dgmp_m,DGMP,C10H12N5O7P,345.20534,10,5,0,1
dgmp_m,DGMP,C10H12N5O7P,345.20534,10,5,0,1
dgsn_m,Deoxyguanosine,C10H13N5O4,267.24132,10,5,0,0
23dhb_m,"2,3-Dihydroxybenzoate",C7H5O4,153.1122,7,0,0,0
23dhba_m,"(2,3-Dihydroxybenzoyl)adenylate",C17H17N5O10P,482.31814,17,5,0,1
23dhbzs_m,"2,3-dihydroxybenzoylserine",C10H10NO6,240.1895,10,1,0,0
dtmp_m,DTMP,C10H13N2O8P,320.19258,10,2,0,1
dtmp_m,DTMP,C10H13N2O8P,320.19258,10,2,0,1
seramp_m,L-seryl-AMP,C13H19N6O9P,434.29852,13,6,0,1
ethso3_m,Ethanesulfonate,C2H5O3S,109.1243,2,0,1,0
ethso3_m,Ethanesulfonate,C2H5O3S,109.1243,2,0,1,0
ethso3_m,Ethanesulfonate,C2H5O3S,109.1243,2,0,1,0
prephthcoa_m,Phthiocerol precursor bound coenzyme A,C53H92N7O20P3S,1272.31877,53,7,1,3
phdcaACP_m,Phenol palmitic acid ACP,C407H639N96O144PS3,9308.15412,407,96,3,1
sulfac_m,Sulfoacetate,C2H2O5S,138.09928,2,0,1,0
galman600_m,"Galactomannan (n=600 repeat units mannose, alpha-1,4 man)",C3600H6002O3001,97302.37528,3600,0,0,0
gmp_m,GMP,C10H12N5O8P,361.20474,10,5,0,1
gmp_m,GMP,C10H12N5O8P,361.20474,10,5,0,1
imp_m,IMP,C10H11N4O8P,346.1901,10,4,0,1
imp_m,IMP,C10H11N4O8P,346.1901,10,4,0,1
ins_m,Inosine,C10H12N4O5,268.22608,10,4,0,0
Lcyst_m,L-Cysteate,C3H6NO5S,168.14844,3,1,1,0
agpg_EC_m,Acyl-glycerophosphoglycerol  (E.coli),C1143H2224O450P50,24718.30676,1143,0,0,50
malttrtre_m,Maltotriosyltrehalose,C30H52O26,828.71828,30,0,0,0
maltttrtre_m,Maltotetraosyltrehalose,C36H62O31,990.85888,36,0,0,0
maltpttre_m,Maltopentaosyltrehalose,C42H72O36,1152.99948,42,0,0,0
ump_m,UMP,C9H11N2O9P,322.1654,9,2,0,1
xmp_m,Xanthosine 5'-phosphate,C10H11N4O9P,362.1895,10,4,0,1
xtsn_m,Xanthosine,C10H12N4O6,284.22548,10,4,0,0
ump_m,UMP,C9H11N2O9P,322.1654,9,2,0,1
thymd_m,Thymidine,C10H14N2O5,242.22856,10,2,0,0
pgp_EC_m,Phosphatidylglycerophosphate (Ecoli),C1986H3698O650P100,41077.59852,1986,0,0,100
prepphth_m,Phenolic phthiocerol precursor,C35H59O6,575.83936,35,0,0,0
pphthdl_m,Phenolic phthiodiolone,C34H60O4,532.8378,34,0,0,0
pphthiocerol_m,Phenolphtiocerol,C35H64O4,548.88026,35,0,0,0
ppdima_m,Phenol phthiocerol dimycocerosate (Mtb),C99H188O6,1474.54842,99,0,0,0
ppdima_m,Phenol phthiocerol dimycocerosate (Mtb),C99H188O6,1474.54842,99,0,0,0
prepphthACP_m,Phenolic phthiocerol precursor bound ACP,C419H661N96O147PS3,9522.4554,419,96,3,1
skm_m,Shikimate,C7H9O5,173.14336,7,0,0,0
skm_m,Shikimate,C7H9O5,173.14336,7,0,0,0
sulfac_m,Sulfoacetate,C2H2O5S,138.09928,2,0,1,0
sulfac_m,Sulfoacetate,C2H2O5S,138.09928,2,0,1,0
tma_m,Trimethylamine,C3H10N,60.1182,3,1,0,0
tmao_m,Trimethylamine N-oxide,C3H9NO,75.10966,3,1,0,0
xmp_m,Xanthosine 5'-phosphate,C10H11N4O9P,362.1895,10,4,0,1
34dhcinm_m,"3,4-Dihydroxy-trans-cinnamate",C9H7O4,179.14948,9,0,0,0
34dhcinm_m,"3,4-Dihydroxy-trans-cinnamate",C9H7O4,179.14948,9,0,0,0
34dhcinm_m,"3,4-Dihydroxy-trans-cinnamate",C9H7O4,179.14948,9,0,0,0
R_3hdcoa_m,(R)-Hydroxydecanoyl-CoA,C31H50N7O18P3S,933.75109,31,7,1,3
R_3hddcoa_m,(R)-3-Hydroxydodecanoyl-CoA,C33H54N7O18P3S,961.80425,33,7,1,3
R_3hcddec5ecoa_m,(R)-Hydroxydodecanoyl-5-en-CoA,C33H52N7O18P3S,959.78837,33,7,1,3
R_3hmrscoa_m,(R)-3-hydroxytetradecanoyl-coa,C35H58N7O18P3S,989.85741,35,7,1,3
R_3hcmrs7ecoa_m,(R)-3-hydroxy-cis-myristol-7-eoyl-CoA,C35H56N7O18P3S,987.84153,35,7,1,3
R_3hocoa_m,(R)-Hydroxyoctanoyl-CoA,C29H46N7O18P3S,905.69793,29,7,1,3
dhcinnm_m,"2,3-dihydroxicinnamic acid",C9H7O4,179.14948,9,0,0,0
dhpppn_m,"3-(2,3-Dihydroxyphenyl)propanoate",C9H9O4,181.16536,9,0,0,0
T4hcinnm_m,Trans 4 Hydroxycinnamate C9H7O3,C9H7O3,163.15008,9,0,0,0
coucoa_m,P coumaroyl CoA C30H38N7O18P3S1,C30H38N7O18P3S,909.64511,30,7,1,3
4gudbutn_m,4 Guanidinobutanoate C5H11N3O2,C5H11N3O2,145.15974,5,3,0,0
5g2oxpt_m,2-Oxoarginine,C6H11N3O3,173.16984,6,3,0,0
cala_m,N-Carbamoyl-beta-alanine,C4H7N2O3,131.10998,4,2,0,0
34dhbald_m,"3,4-dihydroxybenzaldehyde",C7H6O3,138.12074,7,0,0,0
caffcoa_m,Caffeoyl-CoA,C30H38N7O19P3S,925.64451,30,7,1,3
confrl_m,Coniferol,C10H12O3,180.20048,10,0,0,0
conialdh_m,Coniferyl aldehyde,C10H10O3,178.1846,10,0,0,0
fer_m,Ferulate,C10H9O4,193.17606,10,0,0,0
coa_m,Coenzyme A,C21H32N7O16P3S,763.50237,21,7,1,3
confrl_m,Coniferol,C10H12O3,180.20048,10,0,0,0
confrl_m,Coniferol,C10H12O3,180.20048,10,0,0,0
cynt_m,Cyanate,CNO,42.0168,1,1,0,0
cynt_m,Cyanate,CNO,42.0168,1,1,0,0
5d4dglcr_m,5 Dehydro 4 deoxy D glucarate C6H6O7,C6H6O7,190.10764,6,0,0,0
hkntd_m,2-hydroxy-6-ketononatrienedioate,C9H6O6,210.14034,9,0,0,0
C100mclPHA_m,C10:0-Medium-chain length Polyhydroxyalkanoate.,C10H18O2R,170.24872,10,0,0,0
mclPHAg_m,Medium-chain length Polyhydroxyalkanoate growing.,R,0.0,0,0,0,0
C120mclPHA_m,C12:0-Medium-chain length Polyhydroxyalkanoate.,C12H22O2R,198.30188,12,0,0,0
C121mclPHA_m,C12:1-Medium-chain length Polyhydroxyalkanoate.,C12H20O2R,196.286,12,0,0,0
C140mclPHA_m,C14:0-Medium-chain length Polyhydroxyalkanoate.,C14H26O2R,226.35504,14,0,0,0
C141mclPHA_m,C14:1-Medium-chain length Polyhydroxyalkanoate.,C14H24O2R,224.33916,14,0,0,0
C60mclPHA_m,C6:0-Medium-chain length Polyhydroxyalkanoate,C6H10O2R,114.1424,6,0,0,0
C80mclPHA_m,C8:0-Medium-chain length Polyhydroxyalkanoate.,C8H14O2R,142.19556,8,0,0,0
drib_m,Deoxyribose C5H10O4,C5H10O4,134.1305,5,0,0,0
ferulcoa_m,Feruloyl-CoA,C31H40N7O19P3S,939.67109,31,7,1,3
vanln_m,Vanillin,C8H8O3,152.14732,8,0,0,0
galctr__D_m,D Galactarate C6H8O8,C6H8O8,208.12292,6,0,0,0
galctr__D_m,D Galactarate C6H8O8,C6H8O8,208.12292,6,0,0,0
gdbtal_m,4-Guanidinobutanal,C5H12N3O,130.16828,5,3,0,0
gg4abut_m,Gamma-glutamyl-gamma aminobutyric acid,C9H15O5N2,231.2258,9,2,0,0
ggbutal_m,Gamma-glutamyl-gamma-butyraldehyde,C9H16O4N2,216.23434,9,2,0,0
ggptrc_m,Gamma-glutamyl-putrescine,C9H20O3N3,218.2734,9,3,0,0
hkndd_m,"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate",C9H8O6,212.15622,9,0,0,0
malt_m,Maltose,C12H22O11,342.29648,12,0,0,0
pnto__R_m,(R)-Pantothenate,C9H15NO5,217.2191,9,1,0,0
T4hcinnm_m,Trans 4 Hydroxycinnamate C9H7O3,C9H7O3,163.15008,9,0,0,0
T4hcinnm_m,Trans 4 Hydroxycinnamate C9H7O3,C9H7O3,163.15008,9,0,0,0
ura_m,Uracil,C4H4N2O2,112.08676,4,2,0,0
ura_m,Uracil,C4H4N2O2,112.08676,4,2,0,0
14glucan_m,"1,4-alpha-D-glucan",C36H62O31,990.85888,36,0,0,0
butpi_m,Butanoyl phosphate,C4H7O5P,166.06914,4,0,0,1
bz_m,Benzoate,C7H5O2,121.1134,7,0,0,0
gal_bD_m,Beta D-Galactose,C6H12O6,180.15588,6,0,0,0
gal_bD_m,Beta D-Galactose,C6H12O6,180.15588,6,0,0,0
galct__D_m,D-Galactarate,C6H8O8,208.12292,6,0,0,0
galctn__L_m,L-Galactonate,C6H11O7,195.14734,6,0,0,0
galctn__L_m,L-Galactonate,C6H11O7,195.14734,6,0,0,0
galctn__L_m,L-Galactonate,C6H11O7,195.14734,6,0,0,0
galct__D_m,D-Galactarate,C6H8O8,208.12292,6,0,0,0
pppn_m,Phenylpropanoate,C9H9O2,149.16656,9,0,0,0
pppn_m,Phenylpropanoate,C9H9O2,149.16656,9,0,0,0
pppn_m,Phenylpropanoate,C9H9O2,149.16656,9,0,0,0
3hpp_m,3-Hydroxypropanoate,C3H5O3,89.07,3,0,0,0
3hpp_m,3-Hydroxypropanoate,C3H5O3,89.07,3,0,0,0
3hpp_m,3-Hydroxypropanoate,C3H5O3,89.07,3,0,0,0
arbt6p_m,Arbutin 6-phosphate,C12H15O10P,350.21526,12,0,0,1
hqn_m,Hydroquinone,C6H6O2,110.11064,6,0,0,0
ins_m,Inosine,C10H12N4O5,268.22608,10,4,0,0
arbt_m,Arbutin,C12H16O7,272.25124,12,0,0,0
gbbtn_m,Gamma-butyrobetaine,C7H15NO2,145.1995,7,1,0,0
12dgr_EC_m,"1,2-Diacylglycerol  (E.coli)",C1836H3448O250,29526.87232,1836,0,0,0
dgsn_m,Deoxyguanosine,C10H13N5O4,267.24132,10,5,0,0
gsn_m,Guanosine,C10H12N5O5,282.23278,10,5,0,0
hqn_m,Hydroquinone,C6H6O2,110.11064,6,0,0,0
salchs1_m,Salmochelin-S1,C26H30N2O16,626.5202,26,2,0,0
salchsx_m,Salmochelin-SX,C16H21NO11,403.33804,16,1,0,0
salchs2fe_m,Salmochelin-S2-Fe-III,C42FeH49N3O26,1067.68796,42,3,0,0
salchs2fe_m,Salmochelin-S2-Fe-III,C42FeH49N3O26,1067.68796,42,3,0,0
salchs2fe_m,Salmochelin-S2-Fe-III,C42FeH49N3O26,1067.68796,42,3,0,0
salchs2_m,Salmochelin-S2,C42H49N3O26,1011.84296,42,3,0,0
salchsx_m,Salmochelin-SX,C16H21NO11,403.33804,16,1,0,0
salchsx_m,Salmochelin-SX,C16H21NO11,403.33804,16,1,0,0
campp_m,"3',5'-cyclic adenosine monophosphate-2'-phosphate",C10H11N5O9P2,407.16996,10,5,0,2
2obut_m,2-Oxobutanoate,C4H5O3,101.0807,4,0,0,0
2obut_m,2-Oxobutanoate,C4H5O3,101.0807,4,0,0,0
ala_B_m,Beta-Alanine,C3H7NO2,89.09318,3,1,0,0
mnl_m,D-Mannitol,C6H14O6,182.17176,6,0,0,0
pacald_m,Phenylacetaldehyde,C8H8O,120.14852,8,0,0,0
pacald_m,Phenylacetaldehyde,C8H8O,120.14852,8,0,0,0
rnam_m,N Ribosylnicotinamide C11H15N2O5,C11H14N2O5,254.23926,11,2,0,0
tton_m,Trithionate,H2O6S3,194.20728,0,0,3,0
tton_m,Trithionate,H2O6S3,194.20728,0,0,3,0
crncoa_m,L-Carnitinyl-CoA,C28H46N8O18P3S,907.69393,28,8,1,3
ctbtcoa_m,Crotonobetainyl-CoA,C28H44N8O17P3S,889.67865,28,8,1,3
ctbt_m,Crotonobetaine,C7H13NO2,143.18362,7,1,0,0
decdp_tb_m,"(E,E,E,E,E,E,E,Z,Z) Decaprenyl diphosphate",C50H81O7P2,856.12146,50,0,0,2
23ddhb_m,"2,3-Dihydro-2,3-dihydroxybenzoate",C7H7O4,155.12808,7,0,0,0
mcbtt_m,Mycobactin T,C43H71N5O10,818.05134,43,5,0,0
fmcbtt_m,Iron(II) mycobactin T,C43H71N5O10Fe,873.89634,43,5,0,0
guln__L_m,L-gulonate,C6H11O7,195.14734,6,0,0,0
guln__L_m,L-gulonate,C6H11O7,195.14734,6,0,0,0
guln__L_m,L-gulonate,C6H11O7,195.14734,6,0,0,0
murein5p5p_m,"Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)",C80H124N16O42,1981.92256,80,16,0,0
murein5px4p_m,"Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",C77H117N15O40,1892.82938,77,15,0,0
murein5px4px4p_m,Three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain),C114H172N22O59,2794.69748,114,22,0,0
murein4px4p_m,"Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)",C74H112N14O39,1821.75148,74,14,0,0
murein4px4px4p_m,Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain),C111H167N21O58,2723.61958,111,21,0,0
murein5p4p_m,"Two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)",C77H119N15O41,1910.84466,77,15,0,0
murein4p4p_m,"Two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)",C74H114N14O40,1839.76676,74,14,0,0
murein4p3p_m,"Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)",C71H109N13O39,1768.68886,71,13,0,0
murein5p3p_m,"Two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)",C74H114N14O40,1839.76676,74,14,0,0
r15bp_m,"D-Ribose 1,5-bisphosphate",C5H8O11P2,306.05794,5,0,0,2
vanln_m,Vanillin,C8H8O3,152.14732,8,0,0,0
3dhgulnp_m,3-keto-L-gulonate-6-phosphate,C6H8O10P,271.09548,6,0,0,1
starch_m,Starch C12H20O10,C12H20O10,324.2812,12,0,0,0
adocbi_m,Adenosyl cobinamide,C58H84CoN16O11,1240.32136,58,16,0,0
adocbl_m,Adenosylcobalamin,C72CoH100N18O17P,1579.58176,72,18,0,1
ascb6p_m,L-ascorbate-6-phosphate,C6H7O9P,254.08814,6,0,0,1
ascb__L_m,L-Ascorbate,C6H7O6,175.11618,6,0,0,0
ascb__L_m,L-Ascorbate,C6H7O6,175.11618,6,0,0,0
madg_m,Alpha Methyl D glucoside C7H14O6,C7H14O6,194.18246,7,0,0,0
mbdg_m,Beta Methylglucoside C7H14O6,C7H14O6,194.18246,7,0,0,0
cbi_m,Cobinamide,C48H72CoN11O8,990.08737,48,11,0,0
cbl1_m,Cob(I)alamin,C62H88CoN13O14P,1329.34778,62,13,0,1
23dhbzs2_m,2-3-dihydroxybenzoylserine dimer,C20H20N2O11,464.3796,20,2,0,0
23dhbzs3_m,2-3-dihydroxybenzoylserine trimer,C30H28N3O16,686.55382,30,3,0,0
phdca_m,Phenol palmitic acid,C23H37O3,361.53808,23,0,0,0
phdcacoa_m,Phenol palmitic coenzyme A,C44H68N7O18P3S,1108.03311,44,7,1,3
man6pglyc_m,2(alpha-D-Mannosyl-6-phosphate)-D-glycerate,C9H14O12P,345.17402,9,0,0,1
manglyc_m,2(alpha-D-Mannosyl)-D-glycerate,C9H15O9,267.21,9,0,0,0
manglyc_m,2(alpha-D-Mannosyl)-D-glycerate,C9H15O9,267.21,9,0,0,0
phdca_m,Phenol palmitic acid,C23H37O3,361.53808,23,0,0,0
26dapime_m,N6 Acetyl LL 2 6 diaminopimelate C9H15N2O5,C9H15N2O5,231.2258,9,2,0,0
acamoxm_m,N Acetyl L 2 amino 6 oxopimelate C9H11NO6,C9H11NO6,229.18674,9,1,0,0
cfesp_m,Corrinoid Iron sulfur protein,C19CoN4R21,343.1633,19,4,0,0
mecfsp_m,Methylcorrinoid iron sulfur protein,C20H3CoN4R21,358.19781,20,4,0,0
ibt_m,Isobutyrate,C4H7O2,87.09718,4,0,0,0
fald_m,Formaldehyde,CH2O,30.02598,1,0,0,0
fald_m,Formaldehyde,CH2O,30.02598,1,0,0,0
glcur1p_m,D-Glucuronate 1-phosphate,C6H8O10P,271.09548,6,0,0,1
glcur1p_m,D-Glucuronate 1-phosphate,C6H8O10P,271.09548,6,0,0,1
ibt_m,Isobutyrate,C4H7O2,87.09718,4,0,0,0
4hbutcoa_m,4-Hydroxybutanoyl-CoA,C25H38N7O18P3S,849.59161,25,7,1,3
vaccoa_m,Vinylacetyl-CoA,C25H36N7O17P3S,831.57633,25,7,1,3
phe__L_m,L-Phenylalanine,C9H11NO2,165.18914,9,1,0,0
pnto__R_m,(R)-Pantothenate,C9H15NO5,217.2191,9,1,0,0
26dap__M_m,"Meso-2,6-Diaminoheptanedioate",C7H14N2O4,190.19706,7,2,0,0
h2o_m,H2O,H2O,18.01528,0,0,0,0
h_m,H+,H,1.00794,0,0,0,0
o2_m,O2,O2,31.9988,0,0,0,0
pqh2_m,Plastoquinol,C53H82O2,751.21698,53,0,0,0
pq_m,Plastoquinone,C53H80O2,749.2011,53,0,0,0
pcox_m,Plastocyanin(Cu2+),R,0.0,0,0,0,0
pcrd_m,Plastocyanin(Cu+),RH2,2.01588,0,0,0,0
ficytc6_m,Ferricytochrome c6,R,0.0,0,0,0,0
focytc6_m,Ferrocytochrome c6,RH2,2.01588,0,0,0,0
g3pg_m,Glycerophosphoglycerol,C6H14O8P,245.14432,6,0,0,1
mocogdp_m,Molybdopterin guanine dinucleotide,C20H22N10O15P2S2Mo,864.4842,20,10,2,2
photon_m,Photon,,0.0,0,0,0,0
photon_m,Photon,,0.0,0,0,0,0
photon_m,Photon,,0.0,0,0,0,0
indole_m,Indole,C8H7N,117.14788,8,1,0,0
pa_Hp_m,Phosphatidic acid Hp specific,C36H67O8P,658.88614,36,0,0,1
cdpdag_HP_m,CDP-Diacylglycerol Hp specific,C45H79N3O15P2,964.06738,45,3,0,2
1agpe181_m,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1),C23H46NO7P,479.5876,23,1,0,1
trp__L_m,L-Tryptophan,C11H12N2O2,204.22518,11,2,0,0
bzalc_m,Benzyl alcohol,C7H8O,108.13782,7,0,0,0
bzalc_m,Benzyl alcohol,C7H8O,108.13782,7,0,0,0
cspmd_m,Carboxyspermidine,C8H21N3O2,191.27124,8,3,0,0
ragund_m,Rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate,C69H113N1O16P2,1274.58014,69,1,0,2
udpgalfur_m,"UDP-D-galacto-1,4-furanose",C15H22N2O17P2,564.2859,15,2,0,2
o16a4colipa_m,(O16 antigen)x4 core oligosaccharide lipid A,C312H523N6O200P4,7682.30627,312,6,0,4
o16a4colipa_m,(O16 antigen)x4 core oligosaccharide lipid A,C312H523N6O200P4,7682.30627,312,6,0,4
o16a4und_m,(O16 antigen)x4 undecaprenyl diphosphate,C191H310N4O107P2,4436.41522,191,4,0,2
o16a2und_m,(O16 antigen)x2 undecaprenyl diphosphate,C123H200N2O57P2,2680.83082,123,2,0,2
o16aund_m,O16 antigen undecaprenyl diphosphate,C89H145N1O32P2,1803.03862,89,1,0,2
o16a3und_m,(O16 antigen)x3 undecaprenyl diphosphate,C157H255N3O82P2,3558.62302,157,3,0,2
aragund_m,O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate,C71H115N1O17P2,1316.61682,71,1,0,2
o16aund_m,O16 antigen undecaprenyl diphosphate,C89H145N1O32P2,1803.03862,89,1,0,2
garagund_m,Glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate,C77H125N1O22P2,1478.75742,77,1,0,2
gfgaragund_m,Galactofuranosyl-glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate,C83H135N1O27P2,1640.89802,83,1,0,2
pullulan1200_m,"Pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)",C7200H12002O6001,194586.73528,7200,0,0,0
succ_m,Succinate,C4H4O4,116.07216,4,0,0,0
fum_m,Fumarate,C4H2O4,114.05628,4,0,0,0
glu__D_m,D-Glutamate,C5H8NO4,146.12132,5,1,0,0
mal__L_m,L-Malate,C4H4O5,132.07156,4,0,0,0
ad_m,Acetamide,C2H5NO,59.0672,2,1,0,0
ad_m,Acetamide,C2H5NO,59.0672,2,1,0,0
acgam1p_m,N-Acetyl-D-glucosamine 1-phosphate,C8H14NO9P,299.17182,8,1,0,1
uacgam_m,UDP-N-acetyl-D-glucosamine,C17H25N3O17P2,605.33782,17,3,0,2
uacgam_m,UDP-N-acetyl-D-glucosamine,C17H25N3O17P2,605.33782,17,3,0,2
ser__D_m,D-Serine,C3H7NO3,105.09258,3,1,0,0
malttr_m,Maltotriose,C18H32O16,504.43708,18,0,0,0
quin_m,Quinate,C7H12O6,192.16658,7,0,0,0
orn__L_m,L Ornithine C5H13N2O2,C5H13N2O2,133.16892,5,2,0,0
phe__L_m,L-Phenylalanine,C9H11NO2,165.18914,9,1,0,0
trp__L_m,L-Tryptophan,C11H12N2O2,204.22518,11,2,0,0
tyr__L_m,L-Tyrosine,C9H11NO3,181.18854,9,1,0,0
acser_m,O-Acetyl-L-serine,C5H9NO4,147.12926,5,1,0,0
acser_m,O-Acetyl-L-serine,C5H9NO4,147.12926,5,1,0,0
msh_m,Mycothiol (reduced),C17H30N2O12S,486.4913,17,2,1,0
etha_m,Ethanolamine,C2H8NO,62.09102,2,1,0,0
fcl__L_m,L-fuculose,C6H12O5,164.15648,6,0,0,0
fc1p_m,L-Fuculose 1-phosphate,C6H11O8P,242.1205,6,0,0,1
mssg_m,Mycothiol (oxidized - dimer),C34H58N4O24S2,970.96672,34,4,2,0
1agpe160_m,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0),C21H44NO7P,453.55032,21,1,0,1
arbt_m,Arbutin,C12H16O7,272.25124,12,0,0,0
fecrm_m,Ferrichrome,C27H42FeN9O12,740.52048,27,9,0,0
fecrm_m,Ferrichrome,C27H42FeN9O12,740.52048,27,9,0,0
fecrm_m,Ferrichrome,C27H42FeN9O12,740.52048,27,9,0,0
fecrm_un_m,Ferrichrome minus Fe(III),C27H42N9O12,684.67548,27,9,0,0
fecrm_un_m,Ferrichrome minus Fe(III),C27H42N9O12,684.67548,27,9,0,0
fecrm_un_m,Ferrichrome minus Fe(III),C27H42N9O12,684.67548,27,9,0,0
mnl_m,D-Mannitol,C6H14O6,182.17176,6,0,0,0
csn_m,Cytosine,C4H5N3O,111.102,4,3,0,0
3httdca_m,3-hydroxy tetradecanoate (n-C14:0),C14H27O3,243.36238,14,0,0,0
gm1lipb_m,"4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid B (G. metallireducens, variant 1)",C128H227N3O63P2,2878.1018,128,3,0,2
kdo2lipid4b_m,KDO(2)-lipid IV(B),C70H122N2O35P2,1613.6576,70,2,0,2
lipb_m,KDO(2)-lipid (B),C96H170N2O37P2,2006.31572,96,2,0,2
xan_m,Xanthine,C5H4N4O2,152.11086,5,4,0,0
23camp_m,"2',3'-Cyclic AMP",C10H11N5O6P,328.198,10,5,0,1
23camp_m,"2',3'-Cyclic AMP",C10H11N5O6P,328.198,10,5,0,1
23ccmp_m,"2',3'-Cyclic CMP",C9H11N3O7P,304.1733,9,3,0,1
23ccmp_m,"2',3'-Cyclic CMP",C9H11N3O7P,304.1733,9,3,0,1
23cgmp_m,"2',3'-Cyclic GMP",C10H11N5O7P,344.1974,10,5,0,1
23cgmp_m,"2',3'-Cyclic GMP",C10H11N5O7P,344.1974,10,5,0,1
23cump_m,"2',3'-Cyclic UMP",C9H10N2O8P,305.15806,9,2,0,1
23cump_m,"2',3'-Cyclic UMP",C9H10N2O8P,305.15806,9,2,0,1
3ump_m,3'-UMP,C9H11N2O9P,322.1654,9,2,0,1
3cmp_m,3'-cmp,C9H12N3O8P,321.18064,9,3,0,1
3amp_m,3'-AMP,C10H12N5O7P,345.20534,10,5,0,1
3gmp_m,3'-GMP,C10H12N5O8P,361.20474,10,5,0,1
din_m,Deoxyinosine,C10H12N4O4,252.22668,10,4,0,0
dimp_m,DIMP,C10H12N4O7P,331.19864,10,4,0,1
dimp_m,DIMP,C10H12N4O7P,331.19864,10,4,0,1
din_m,Deoxyinosine,C10H12N4O4,252.22668,10,4,0,0
dump_m,DUMP,C9H11N2O8P,306.166,9,2,0,1
dump_m,DUMP,C9H11N2O8P,306.166,9,2,0,1
duri_m,Deoxyuridine,C9H12N2O5,228.20198,9,2,0,0
glcr_m,D-Glucarate,C6H8O8,208.12292,6,0,0,0
man6p_m,D-Mannose 6-phosphate,C6H11O9P,258.1199,6,0,0,1
udpgal_m,UDPgalactose,C15H22N2O17P2,564.2859,15,2,0,2
udpgal_m,UDPgalactose,C15H22N2O17P2,564.2859,15,2,0,2
frulysp_m,Fructoselysine Phosphate,C12H24N2O10P,387.30012,12,2,0,1
frulys_m,Fructoselysine,C12H25N2O7,309.3361,12,2,0,0
frulys_m,Fructoselysine,C12H25N2O7,309.3361,12,2,0,0
frulys_m,Fructoselysine,C12H25N2O7,309.3361,12,2,0,0
quin_m,Quinate,C7H11O6,191.15864,7,0,0,0
quin_m,Quinate,C7H11O6,191.15864,7,0,0,0
vanln_m,Vanillin,C8H8O3,152.14732,8,0,0,0
murein5p5p5p_m,"Three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)",C120H186N24O63,2972.88384,120,24,0,0
